;opis;dzielnica;pokoje;cena;metraz;cena_za_metr;link;data;ulica;lokator_ulica_dzielnica;geo_location;point;latitude;longitude;altitude;geometry;dst_center;vist_dist;trams_dist;cena_za_metr2
499;Mieszkanie, 53,63 m², Kraków;Kraków , Podgórze;2 pokoje;533404.0;53.63;9946.0;https://www.otodom.pl/oferta/mieszkanie-53-63-m-krakow-ID42c8S.html#2cbfc0dffb;2020-02-10 18:47:44.672782;"""Kraków""";"Kraków, Kraków , Podgórze, ""Kraków""";Kraków Płaszów, Peron 2 - moderniacja, Płaszów, Podgórze, Kraków, województwo małopolskie, 30-902, Polska;(50.0345327, 19.9754459, 0.0);50.03453270000001;19.9754459;0.0;POINT (569835.7166101226 241262.4502461329);3976;1929.7407419693795;161.26094241877416;9946.0
500;Prokocim: duże, dla rodziny lub na gabinet/biuro;Kraków , Bieżanów-Prokocim;3 pokoje;735000.0;96.37;7627.0;https://www.otodom.pl/oferta/prokocim-duze-dla-rodziny-lub-na-gabinet-biuro-ID436vR.html#d3fc194328;2020-02-10 18:47:45.689548;Rodziny;Kraków, Kraków , Bieżanów-Prokocim, Rodziny;Kościół pw. Najświętszej Rodziny, 1, Aleksandry, Nowy Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-837, Polska;(50.0154821, 20.018503149418603, 0.0);50.0154821;20.018503149418603;0.0;POINT (572947.1340387621 239186.1161751505);7660;3239.571473241698;79.79303054255399;7627.0
501;Mieszkanie, 76 m², Kraków;Kraków , Dębniki, Ruczaj;3 pokoje;849000.0;76.0;11171.0;https://www.otodom.pl/oferta/mieszkanie-76-m-krakow-ID43FeB.html#d3fc194328;2020-02-10 18:47:45.689548;"""Kraków""";"Kraków, Kraków , Dębniki, Ruczaj, ""Kraków""";Przychodnia NZOZ Kraków - Południe, Zachodnia, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-350, Polska;(50.0260635, 19.9047378, 0.0);50.0260635;19.9047378;0.0;POINT (564784.9356098109 240257.4394052504);4553;1469.4491897048651;102.0717319047882;11171.0
502;Ruczaj - 4 pokoje, 2 balkony + winda i piwnica;Kraków , Dębniki, Ruczaj;4 pokoje;621000.0;67.2;9241.0;https://www.otodom.pl/oferta/ruczaj-4-pokoje-2-balkony-winda-i-piwnica-ID44l8R.html#d3fc194328;2020-02-10 18:47:45.689548;Ruczaj;Kraków, Kraków , Dębniki, Ruczaj, Ruczaj;Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska;(50.0259495, 19.9198508, 0.0);50.0259495;19.9198508;0.0;POINT (565867.2616859295 240257.9741840241);4107;2081.2718460046985;635.6711627790163;9241.0
503;Kurdwanów Witosa - jednopokojowe z balkonem;Kraków , Podgórze Duchackie, Kurdwanów;1 pokój;273500.0;34.0;8044.0;https://www.otodom.pl/oferta/kurdwanow-witosa-jednopokojowe-z-balkonem-ID44A3E.html#d3fc194328;2020-02-10 18:47:45.689548;Witosa;Kraków, Kraków , Podgórze Duchackie, Kurdwanów, Witosa;Witosa, Kurdwanów, Podgórze Duchackie, Kraków, województwo małopolskie, Polska;(50.01241645, 19.957117557158405, 0.0);50.01241645;19.957117557158405;0.0;POINT (568555.0158340409 238787.2895417269);5572;3695.0258458246126;21.62945584645865;8044.0
504;Wiślane Tarasy 2.0 | Grzegórzecka | Eng;Kraków , Grzegórzki;1 pokój;610000.0;40.6;15025.0;https://www.otodom.pl/oferta/wislane-tarasy-2-0-grzegorzecka-eng-ID44A3w.html#d3fc194328;2020-02-10 18:47:45.689548;Wiślana;Kraków, Kraków , Grzegórzki, Wiślana;Mierzeja Wiślana, Mały Płaszów, Podgórze, Kraków, województwo małopolskie, 30-716, Polska;(50.038134, 20.0042085, 0.0);50.038134;20.0042085;0.0;POINT (571889.5218590654 241689.9986086423);5368;859.5381344545566;289.27065938745534;15000.0
505;mieszkanie przy ul. Filipowicza na Kurdwanowie;Kraków , Podgórze Duchackie, Kurdwanów;3 pokoje;459000.0;57.0;8053.0;https://www.otodom.pl/oferta/mieszkanie-przy-ul-filipowicza-na-kurdwanowie-ID444jF.html#d3fc194328;2020-02-10 18:47:45.690545;Filipowicza;Kraków, Kraków , Podgórze Duchackie, Kurdwanów, Filipowicza;Generała Juliana Filipowicza, Kurdwanów, Podgórze Duchackie, Kraków, województwo małopolskie, 30-613, Polska;(50.0110906, 19.9454873, 0.0);50.0110906;19.945487300000003;0.0;POINT (567723.8573321061 238629.3248540154);5575;3697.916146575791;448.28165790917376;8053.0
506;Mieszkanie, 47,80 m², Kraków;Kraków , Prądnik Biały;2 pokoje;329900.0;47.8;6902.0;https://www.otodom.pl/oferta/mieszkanie-47-80-m-krakow-ID44p4Q.html#d3fc194328;2020-02-10 18:47:45.690545;"""Kraków""";"Kraków, Kraków , Prądnik Biały, ""Kraków""";Obiekt Radionawigacyjny Krakow NDB, Prądnik Biały, Kraków, województwo małopolskie, Polska;(50.09566385, 19.912793398315383, 0.0);50.09566385;19.912793398315387;0.0;POINT (565267.2553505549 248000.5239568567);4253;4676.927697786241;1528.0589948601728;6902.0
507;Ruczaj, 3-pokoje, garaż;Kraków , Dębniki, Ruczaj;3 pokoje;539999.0;66.4;8133.0;https://www.otodom.pl/oferta/ruczaj-3-pokoje-garaz-ID44A2n.html#20cabf8902;2020-02-10 18:47:46.667214;Ruczaj;Kraków, Kraków , Dębniki, Ruczaj, Ruczaj;Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska;(50.0259495, 19.9198508, 0.0);50.0259495;19.9198508;0.0;POINT (565867.2616859295 240257.9741840241);4107;2081.2718460046985;635.6711627790163;8133.0
508;Mieszkanie, 21,75 m², Kraków;Kraków , Prądnik Czerwony;1 pokój;198000.0;21.75;9103.0;https://www.otodom.pl/oferta/mieszkanie-21-75-m-krakow-ID44yX6.html#20cabf8902;2020-02-10 18:47:46.667214;"""Kraków""";"Kraków, Kraków , Prądnik Czerwony, ""Kraków""";Lądowisko Rakowice-Czyżyny, Stefana Jurczaka, Czyżyny, Kraków, województwo małopolskie, 31-634, Polska;(50.0846957, 19.9886787, 0.0);50.08469570000001;19.9886787;0.0;POINT (570709.3112874663 246850.4873105502);4475;2719.241429191326;1245.7676926808142;9103.0
509;Apartament na Ruczaju z panoramą na cały Krakow;Kraków , Dębniki, Ruczaj;2 pokoje;1170000.0;123.57;9468.0;https://www.otodom.pl/oferta/apartament-na-ruczaju-z-panorama-na-caly-krakow-ID44pjH.html#20cabf8902;2020-02-10 18:47:46.668212;Ruczaj;Kraków, Kraków , Dębniki, Ruczaj, Ruczaj;Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska;(50.0259495, 19.9198508, 0.0);50.0259495;19.9198508;0.0;POINT (565867.2616859295 240257.9741840241);4107;2081.2718460046985;635.6711627790163;9468.0
510;Dębniki | Madalińskiego | Widok na Wisłę | 3 Pok;Kraków , Dębniki;3 pokoje;1317000.0;65.9;19985.0;https://www.otodom.pl/oferta/debniki-madalinskiego-widok-na-wisle-3-pok-ID44A1s.html#20cabf8902;2020-02-10 18:47:46.669209;Dębnicki;Kraków, Kraków , Dębniki, Dębnicki;Park Dębnicki, Dębniki, Kraków, województwo małopolskie, Polska;(50.0495234, 19.91693092494888, 0.0);50.0495234;19.91693092494888;0.0;POINT (565626.040058322 242875.6318850024);1973;147.50905019145674;346.35659507003743;15000.0
511;Mieszkanie, 84,47 m², Kraków;Kraków , Stare Miasto;2 pokoje;749000.0;84.47;8867.0;https://www.otodom.pl/oferta/mieszkanie-84-47-m-krakow-ID44qmu.html#414bc0acc3;2020-02-10 18:47:48.073877;"""Kraków""";"Kraków, Kraków , Stare Miasto, ""Kraków""";Kraków, województwo małopolskie, Polska;(50.0619474, 19.9368564, 0.0);50.0619474;19.9368564;0.0;POINT (567034.7997178583 244274.2426178176);133;872.2474472817381;319.62554019029886;8867.0
512;Zabłocie - nowa inwestycja mieszkaniowa;Kraków , Podgórze, Zabłocie;3 pokoje;949000.0;67.55;14049.0;https://www.otodom.pl/oferta/zablocie-nowa-inwestycja-mieszkaniowa-ID44qkN.html#414bc0acc3;2020-02-10 18:47:48.073877;Zabłocie;Kraków, Kraków , Podgórze, Zabłocie, Zabłocie;Zabłocie, Podgórze, Kraków, województwo małopolskie, 30-701, Polska;(50.050241, 19.9619043, 0.0);50.050241;19.9619043;0.0;POINT (568843.7698691209 242995.8532821322);2084;204.90628755619605;171.24598821349926;14049.0
513;Lokal 47,8m2 na ul. Białoprądnickiej;Kraków , Prądnik Biały;2 pokoje;329900.0;47.0;7019.0;https://www.otodom.pl/oferta/lokal-47-8m2-na-ul-bialopradnickiej-ID44A0q.html#414bc0acc3;2020-02-10 18:47:48.073877;Białoprądnicka;Kraków, Kraków , Prądnik Biały, Białoprądnicka;Białoprądnicka, Prądnik Biały, Kraków, województwo małopolskie, 31-233, Polska;(50.0966502, 19.9331089, 0.0);50.096650200000006;19.9331089;0.0;POINT (566718.477836541 248128.108639217);3979;4629.131557639563;885.4508694063389;7019.0
514;Mieszkanie 3 pokojowe Bieńczyce;Kraków , Bieńczyce;3 pokoje;375000.0;56.0;6696.0;https://www.otodom.pl/oferta/mieszkanie-3-pokojowe-bienczyce-ID44A02.html#414bc0acc3;2020-02-10 18:47:48.073877;Bieńczyckie;Kraków, Kraków , Bieńczyce, Bieńczyckie;Planty Bieńczyckie, Bieńczyce, Kraków, województwo małopolskie, 31-845, Polska;(50.08937935, 20.011360169078962, 0.0);50.08937935;20.01136016907896;0.0;POINT (572324.3890057353 247392.7915977798);6113;3468.458709960615;457.798506212582;6696.0
515;Nowe! 2pok., I-VIp., Balkon, ok. ul. Opolskiej;Kraków , Prądnik Biały;2 pokoje;325936.5;33.09;9850.0;https://www.otodom.pl/oferta/nowe-2pok-i-vip-balkon-ok-ul-opolskiej-ID44zZY.html#414bc0acc3;2020-02-10 18:47:48.074875;Nowe;Kraków, Kraków , Prądnik Biały, Nowe;Prądnik Biały, Kraków, województwo małopolskie, Polska;(50.1035684, 19.953603106301202, 0.0);50.1035684;19.953603106301202;0.0;POINT (568173.9969429389 248915.5791220115);4863;5338.652157178643;2274.0248095643856;9850.0
516;Nowe! 2pok., IIp., Balkon, ok. ul. Opolskiej;Kraków , Prądnik Biały;2 pokoje;314397.0;34.74;9050.0;https://www.otodom.pl/oferta/nowe-2pok-iip-balkon-ok-ul-opolskiej-ID44zZX.html#414bc0acc3;2020-02-10 18:47:48.074875;Nowe;Kraków, Kraków , Prądnik Biały, Nowe;Prądnik Biały, Kraków, województwo małopolskie, Polska;(50.1035684, 19.953603106301202, 0.0);50.1035684;19.953603106301202;0.0;POINT (568173.9969429389 248915.5791220115);4863;5338.652157178643;2274.0248095643856;9050.0
517;Mieszkanie Fredry;Kraków , Podgórze;3 pokoje;520000.0;55.5;9369.0;https://www.otodom.pl/oferta/mieszkanie-fredry-ID44xfv.html#414bc0acc3;2020-02-10 18:47:48.074875;Fredry;Kraków, Kraków , Podgórze, Fredry;Aleksandra Fredry, Podgórze, Kraków, województwo małopolskie, 30-416, Polska;(50.0283402, 19.9409364, 0.0);50.0283402;19.9409364;0.0;POINT (567373.7591001844 240542.488660139);3638;1770.7198621704374;367.1401484591441;9369.0
518;3-pok 76 m2 *Kazimierza Wielkiego*;Kraków , Krowodrza;3 pokoje;610000.0;76.3;7995.0;https://www.otodom.pl/oferta/3-pok-76-m2-kazimierza-wielkiego-ID44zZd.html#414bc0acc3;2020-02-10 18:47:48.074875;Kazimierza;Kraków, Kraków , Krowodrza, Kazimierza;Kazimierza Wielkiego, Łobzów, Krowodrza, Kraków, województwo małopolskie, 30-053, Polska;(50.0747782, 19.9130924, 0.0);50.0747782;19.9130924;0.0;POINT (565317.0125641699 245679.3376280712);2347;2480.536996050065;181.22556493995756;7995.0
519;3-pokoje 76 m2 z 20 metrowym tarasem, Bujaka;Kraków , Podgórze Duchackie, Kurdwanów;3 pokoje;579000.0;71.0;8155.0;https://www.otodom.pl/oferta/3-pokoje-76-m2-z-20-metrowym-tarasem-bujaka-ID44zZb.html#414bc0acc3;2020-02-10 18:47:48.074875;Bujaka;Kraków, Kraków , Podgórze Duchackie, Kurdwanów, Bujaka;Bujaka, Kurdwanów, Podgórze Duchackie, Kraków, województwo małopolskie, Polska;(50.009635200000005, 19.948395750000003, 0.0);50.00963520000001;19.948395750000003;0.0;POINT (567934.2337184103 238470.1971203033);5760;3879.8011700330535;461.087383828329;8155.0
520;3-pok mieszkanie z widokiem na park. Witosa;Kraków , Podgórze Duchackie, Kurdwanów;3 pokoje;500000.0;60.4;8278.0;https://www.otodom.pl/oferta/3-pok-mieszkanie-z-widokiem-na-park-witosa-ID44zyA.html#414bc0acc3;2020-02-10 18:47:48.074875;Witosa;Kraków, Kraków , Podgórze Duchackie, Kurdwanów, Witosa;Witosa, Kurdwanów, Podgórze Duchackie, Kraków, województwo małopolskie, Polska;(50.01241645, 19.957117557158405, 0.0);50.01241645;19.957117557158405;0.0;POINT (568555.0158340409 238787.2895417269);5572;3695.0258458246126;21.62945584645865;8278.0
521;2-pokoje, 34 m2, Kozłówek, Nowosądecka;Kraków , Bieżanów-Prokocim, Kozłówek;2 pokoje;335000.0;34.0;9853.0;https://www.otodom.pl/oferta/2-pokoje-34-m2-kozlowek-nowosadecka-ID44zYd.html#414bc0acc3;2020-02-10 18:47:48.074875;Nowosądecka;Kraków, Kraków , Bieżanów-Prokocim, Kozłówek, Nowosądecka;Nowosądecka, Osiedle Kozłówek, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-641, Polska;(50.0231038, 19.977942, 0.0);50.0231038;19.977942;0.0;POINT (570031.0365054669 239994.4749957817);5088;3212.2023329687595;119.63589573419482;9853.0
522;Dwupoziomowe przy Armii Krajowej. Od zaraz.;Kraków , Bronowice, Bronowice Małe;4 pokoje;850000.0;75.92;11196.0;https://www.otodom.pl/oferta/dwupoziomowe-przy-armii-krajowej-od-zaraz-ID44zyB.html#414bc0acc3;2020-02-10 18:47:48.074875;Krajowej;Kraków, Kraków , Bronowice, Bronowice Małe, Krajowej;Armii Krajowej, Bronowice Małe, Bronowice, Kraków, województwo małopolskie, 31-342, Polska;(50.0871155, 19.8911354, 0.0);50.0871155;19.8911354;0.0;POINT (563730.0073787255 247031.6672410835);4429;4172.68121582599;647.5060537540777;11196.0
523;2 pokojowe z osobną kuchnią 0s. Piastów;Kraków , Mistrzejowice;2 pokoje;315000.0;38.0;8289.0;https://www.otodom.pl/oferta/2-pokojowe-z-osobna-kuchnia-0s-piastow-ID444jg.html#414bc0acc3;2020-02-10 18:47:48.074875;Piastów;Kraków, Kraków , Mistrzejowice, Piastów;Osiedle Piastów, Mistrzejowice, Kraków, województwo małopolskie, Polska;(50.0980554, 20.0171049949883, 0.0);50.0980554;20.0171049949883;0.0;POINT (572722.0722803086 248362.7125982968);6989;4386.783842162027;293.7137553000525;8289.0
524;Apartament w wysokim standardzie- ul. Grzegórzecka;Kraków , Grzegórzki;2 pokoje;970000.0;53.57;18107.0;https://www.otodom.pl/oferta/apartament-w-wysokim-standardzie-ul-grzegorzecka-ID44dbG.html#5c33b7fa5e;2020-02-10 18:47:50.007906;Grzegórzecka;Kraków, Kraków , Grzegórzki, Grzegórzecka;Grzegórzecka, Grzegórzki, Kraków, województwo małopolskie, 31-539, Polska;(50.0567623, 19.9611326, 0.0);50.0567623;19.9611326;0.0;POINT (568779.2173764205 243719.9819600955);1717;383.7651382688179;139.7846669210676;15000.0
525;Chełmońskiego | Bronowice | 3 Pok | 80m2 | Kw;Kraków , Bronowice;3 pokoje;830000.0;80.0;10375.0;https://www.otodom.pl/oferta/chelmonskiego-bronowice-3-pok-80m2-kw-ID44qq7.html#5c33b7fa5e;2020-02-10 18:47:50.008905;Chełmońskiego;Kraków, Kraków , Bronowice, Chełmońskiego;Józefa Chełmońskiego, Bronowice Wielkie, Prądnik Biały, Kraków, województwo małopolskie, 31-348, Polska;(50.0970811, 19.8942649, 0.0);50.0970811;19.8942649;0.0;POINT (563940.5492672679 248142.0244571455);5083;5180.239215701006;1776.1603844935773;10375.0
526;Bardzo ładne mieszkanie - ul. J. Łepkowskiego;Kraków , Prądnik Czerwony;2 pokoje;453840.0;56.73;8000.0;https://www.otodom.pl/oferta/bardzo-ladne-mieszkanie-ul-j-lepkowskiego-ID44zSQ.html#5c33b7fa5e;2020-02-10 18:47:50.008905;Łepkowskiego;Kraków, Kraków , Prądnik Czerwony, Łepkowskiego;Józefa Łepkowskiego, Prądnik Czerwony, Kraków, województwo małopolskie, 31-423, Polska;(50.0884147, 19.963569, 0.0);50.08841470000001;19.963569;0.0;POINT (568908.1881470648 247240.3867940214);3553;3511.2744142162605;1634.7631031298286;8000.0
527;Rozkładowe 3 pokoje Wola Duchacka po remocie;Kraków , Podgórze Duchackie;3 pokoje;420000.0;56.02;7497.0;https://www.otodom.pl/oferta/rozkladowe-3-pokoje-wola-duchacka-po-remocie-ID44zRl.html#5c33b7fa5e;2020-02-10 18:47:50.009901;Duchacka;Kraków, Kraków , Podgórze Duchackie, Duchacka;Kraków Bonarka, Kładka pieszo-rowerowa, Wola Duchacka, Podgórze Duchackie, Kraków, województwo małopolskie, 30-416, Polska;(50.0293189, 19.9462275, 0.0);50.0293189;19.9462275;0.0;POINT (567751.2342442736 240656.0522081703);3571;1693.0379935073563;671.4454283868005;7497.0
528;Nowy apartament 63 wykończony Wrocałwska;Kraków , Krowodrza, Łobzów;3 pokoje;680000.0;63.0;10794.0;https://www.otodom.pl/oferta/nowy-apartament-63-wykonczony-wrocalwska-ID44pAZ.html#5ad8f2c5e0;2020-02-10 18:47:51.338238;Wrocławska;Kraków, Kraków , Krowodrza, Łobzów, Wrocławska;Wrocławska, Łobzów, Krowodrza, Kraków, województwo małopolskie, 31-306, Polska;(50.0816206, 19.9161413, 0.0);50.0816206;19.9161413;0.0;POINT (565525.7817667988 246442.54200745);2773;3109.2446261866094;917.3237598837604;10794.0
529;Mieszkanie Chełmońskiego Bronowice Residence 80m2;Kraków , Bronowice;3 pokoje;830000.0;80.0;10375.0;https://www.otodom.pl/oferta/mieszkanie-chelmonskiego-bronowice-residence-80m2-ID44lwP.html#5ad8f2c5e0;2020-02-10 18:47:51.339234;Chełmońskiego;Kraków, Kraków , Bronowice, Chełmońskiego;Józefa Chełmońskiego, Bronowice Wielkie, Prądnik Biały, Kraków, województwo małopolskie, 31-348, Polska;(50.0970811, 19.8942649, 0.0);50.0970811;19.8942649;0.0;POINT (563940.5492672679 248142.0244571455);5083;5180.239215701006;1776.1603844935773;10375.0
530;Kazimierz - inwestycyjne 2 pokojowe;Kraków , Stare Miasto, Kazimierz;2 pokoje;635000.0;41.62;15257.0;https://www.otodom.pl/oferta/kazimierz-inwestycyjne-2-pokojowe-ID44zCK.html#5ad8f2c5e0;2020-02-10 18:47:51.340232;Kazimierza;Kraków, Kraków , Stare Miasto, Kazimierz, Kazimierza;Apartamenty Sekret Kazimierza, 34, Józefa, Kazimierz, Stare Miasto, Kraków, województwo małopolskie, 31-056, Polska;(50.0512307, 19.9469375, 0.0);50.05123070000001;19.9469375;0.0;POINT (567771.2149040747 243092.1779909041);1260;395.9164345055303;147.8382120340047;15000.0
531;Mieszkanie, 63,10 m², Kraków;Kraków , Podgórze Duchackie, Kurdwanów;3 pokoje;432000.0;63.1;6846.0;https://www.otodom.pl/oferta/mieszkanie-63-10-m-krakow-ID44zC7.html#5ad8f2c5e0;2020-02-10 18:47:51.340232;"""Kraków""";"Kraków, Kraków , Podgórze Duchackie, Kurdwanów, ""Kraków""";Armatura Kraków, Chmielna, Kurdwanów, Podgórze Duchackie, Kraków, województwo małopolskie, 30-612, Polska;(50.01363825, 19.946986078385525, 0.0);50.01363825;19.94698607838552;0.0;POINT (567827.6246947529 238913.8516277932);5305;3425.9797805456046;246.04122618370747;6846.0
532;Mieszkanie, 60,40 m², Kraków;Kraków , Podgórze Duchackie, Kurdwanów;3 pokoje;510000.0;60.4;8444.0;https://www.otodom.pl/oferta/mieszkanie-60-40-m-krakow-ID44zC0.html#5ad8f2c5e0;2020-02-10 18:47:51.340232;"""Kraków""";"Kraków, Kraków , Podgórze Duchackie, Kurdwanów, ""Kraków""";Armatura Kraków, Chmielna, Kurdwanów, Podgórze Duchackie, Kraków, województwo małopolskie, 30-612, Polska;(50.01363825, 19.946986078385525, 0.0);50.01363825;19.94698607838552;0.0;POINT (567827.6246947529 238913.8516277932);5305;3425.9797805456046;246.04122618370747;8444.0
533;Kraków Nowa Huta os. Strusia - 3pokoje, 46,2m2;Kraków , Nowa Huta;3 pokoje;365000.0;46.2;7900.0;https://www.otodom.pl/oferta/krakow-nowa-huta-os-strusia-3pokoje-46-2m2-ID44zBT.html#5ad8f2c5e0;2020-02-10 18:47:51.340232;"""Kraków""";"Kraków, Kraków , Nowa Huta, ""Kraków""";Kraków Nowa Huta, Organki, Kombinat, Nowa Huta, Kraków, województwo małopolskie, 31-990, Polska;(50.0899571, 20.1269749, 0.0);50.0899571;20.1269749;0.0;POINT (580591.0830060896 247575.3607144151);13865;4889.870233355072;2022.143400059416;7900.0
534;Mieszkanie, 43,82 m², Kraków;Kraków , Nowa Huta;2 pokoje;310000.0;43.82;7074.0;https://www.otodom.pl/oferta/mieszkanie-43-82-m-krakow-ID44zBm.html#a444703eac;2020-02-10 18:47:52.424892;"""Kraków""";"Kraków, Kraków , Nowa Huta, ""Kraków""";Kraków Nowa Huta, Organki, Kombinat, Nowa Huta, Kraków, województwo małopolskie, 31-990, Polska;(50.0899571, 20.1269749, 0.0);50.0899571;20.1269749;0.0;POINT (580591.0830060896 247575.3607144151);13865;4889.870233355072;2022.143400059416;7074.0
535;Mieszkanie, 38,20 m², Kraków;Kraków , Nowa Huta;2 pokoje;336000.0;38.2;8796.0;https://www.otodom.pl/oferta/mieszkanie-38-20-m-krakow-ID44zAM.html#a444703eac;2020-02-10 18:47:52.424892;"""Kraków""";"Kraków, Kraków , Nowa Huta, ""Kraków""";Kraków Nowa Huta, Organki, Kombinat, Nowa Huta, Kraków, województwo małopolskie, 31-990, Polska;(50.0899571, 20.1269749, 0.0);50.0899571;20.1269749;0.0;POINT (580591.0830060896 247575.3607144151);13865;4889.870233355072;2022.143400059416;8796.0
536;Mieszkanie 3 pokoje 73 m2 Mistrzejowice;Kraków , Mistrzejowice;3 pokoje;640000.0;73.0;8767.0;https://www.otodom.pl/oferta/mieszkanie-3-pokoje-73-m2-mistrzejowice-ID44zAH.html#a444703eac;2020-02-10 18:47:52.424892;Mistrzejowicka;Kraków, Kraków , Mistrzejowice, Mistrzejowicka;Mistrzejowicka, Mistrzejowice, Kraków, województwo małopolskie, 31-638, Polska;(50.094553, 20.0276976, 0.0);50.09455300000001;20.027697600000003;0.0;POINT (573484.7766830486 247983.7896609381);7409;4036.62232110354;669.849927117978;8767.0
537;Kraków, Ruczaj, ul. Pychowicka -41,5m 2pok +balkon;Kraków , Dębniki, Ruczaj;2 pokoje;360000.0;41.52;8671.0;https://www.otodom.pl/oferta/krakow-ruczaj-ul-pychowicka-41-5m-2pok-balkon-ID44zy8.html#a444703eac;2020-02-10 18:47:52.424892;Ruczaj;Kraków, Kraków , Dębniki, Ruczaj, Ruczaj;Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska;(50.0259495, 19.9198508, 0.0);50.0259495;19.9198508;0.0;POINT (565867.2616859295 240257.9741840241);4107;2081.2718460046985;635.6711627790163;8671.0
538;Trzy pokoje - Wielicka!;Kraków , Podgórze, Płaszów;3 pokoje;450000.0;60.0;7500.0;https://www.otodom.pl/oferta/trzy-pokoje-wielicka-ID44zvv.html#a444703eac;2020-02-10 18:47:52.426888;Wielicka;Kraków, Kraków , Podgórze, Płaszów, Wielicka;Wielicka, Prokocim, Podgórze, Kraków, województwo małopolskie, 30-803, Polska;(50.0267461, 19.9769448, 0.0);50.0267461;19.9769448;0.0;POINT (569954.337260869 240398.3789583798);4716;2801.866921566449;18.86269985793364;7500.0
539;Mieszkanie 2 pokojowe 50m2 -Ugorek;Kraków , Prądnik Czerwony, Ugorek;2 pokoje;450000.0;50.4;8929.0;https://www.otodom.pl/oferta/mieszkanie-2-pokojowe-50m2-ugorek-ID44zwL.html#37a2d04635;2020-02-10 18:47:53.421264;Ugorek;Kraków, Kraków , Prądnik Czerwony, Ugorek, Ugorek;Ugorek, Prądnik Czerwony, Kraków, województwo małopolskie, 31-457, Polska;(50.0761099, 19.9820437, 0.0);50.0761099;19.9820437;0.0;POINT (570247.3369101506 245889.9167646272);3564;1790.7855216880291;498.58821499502346;8929.0
